name,address,website,phone_number,reviews_count,reviews_average,latitude,longitude,map_url
DIAH COOKIES,"A (masuknya dari, Jl. Ketandan, Baru II Jl. Kebangsren VI No.6, Genteng, Kec. Genteng, Surabaya, Jawa Timur 60275",,0877-8714-6316,95,4.4,-7.2610429,112.5914657,"https://www.google.com/maps/place/DIAH+COOKIES/@-7.2610429,112.5914657,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7f95ce1cfa379:0x2ac23f525d7860cf!8m2!3d-7.2585758!4d112.7361285!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBC3Bhc3RyeV9zaG9w4AEA!16s%2Fg%2F11ggs876w8?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
Dea Kue Surabaya,"Jl. Gadel Tengah II No.7, Karangpoh, Kec. Tandes, Surabaya, Jawa Timur 60188",,0857-8466-2591,3,5.0,-7.2610429,112.5914657,"https://www.google.com/maps/place/Dea+Kue+Surabaya/@-7.2610429,112.5914657,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7fda5a4705b35:0x684f822d09c92b27!8m2!3d-7.271185!4d112.6769768!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBCWNha2Vfc2hvcOABAA!16s%2Fg%2F11j13jvnhn?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
Holland Bakery - Promenade MERR,"Ruko Promenade, Jl. Dr. Ir. H. Soekarno, Kedung Baruk, Rungkut, Surabaya, East Java 60298",hollandbakery.co.id,0877-5868-06811,324,4.5,-7.2610429,112.5914657,"https://www.google.com/maps/place/Holland+Bakery+-+Promenade+MERR/@-7.2610429,112.5914657,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7fb411cd38b0f:0x82090d3ac9b81245!8m2!3d-7.3156163!4d112.781391!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBBmJha2VyeeABAA!16s%2Fg%2F11fhr0f7q3?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
Catharina Cake & Bakery,"Vila Bukit Mas RN No.9, Jl. KH Abdul Wahab Siamin Surabaya, Dukuh Kupang, Kec. Dukuhpakis, Surabaya, Jawa Timur 60225",,(031) 5671375,6,4.5,-7.2610429,112.5914657,"https://www.google.com/maps/place/Catharina+Cake+%26+Bakery/@-7.2610429,112.5914657,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7fc71127400d1:0x7041864b89232371!8m2!3d-7.289386!4d112.7066!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBCWNha2Vfc2hvcOABAA!16s%2Fg%2F11b6b9s6hq?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
Glory Bakery Surabaya,"Jl. Simokerto No.59, Simokerto, Kec. Simokerto, Surabaya, Jawa Timur 60143",,0812-3009-619,38,4.8,-7.2610429,112.5914657,"https://www.google.com/maps/place/Glory+Bakery+Surabaya/@-7.2610429,112.5914657,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7f90f00d44bf5:0x336cdb6fc71b6838!8m2!3d-7.2379495!4d112.7539157!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBBmJha2VyeeABAA!16s%2Fg%2F11hd9lpl9t?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
Tous Les Jours - Tunjungan Plaza 3,"Tunjungan Plaza, Jl. Basuki Rahmat No.8-12 III Lantai G, Kedungdoro, Kec. Tegalsari, Surabaya, Jawa Timur 60261",instagram.com,(031) 99242639,91,4.4,-7.2610429,112.5914657,"https://www.google.com/maps/place/Tous+Les+Jours+-+Tunjungan+Plaza+3/@-7.2610429,112.5914657,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7f98d93c0203b:0xfc37d1fab5fc6b5a!8m2!3d-7.2631036!4d112.7392199!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBBmJha2VyeeABAA!16s%2Fg%2F11qnp7_c38?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
Pudding Sekisah Surabaya Dharmahusada,"Jl. Raya Dharma Husada Indah No.69A, Mulyorejo, Kec. Mulyorejo, Surabaya, Jawa Timur 60115",instagram.com,0813-3102-2147,157,5.0,-7.2610429,112.5914657,"https://www.google.com/maps/place/Pudding+Sekisah+Surabaya+Dharmahusada/@-7.2610429,112.5914657,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7fb9c2394d6c7:0x9c41ca44ab4d8e39!8m2!3d-7.2745539!4d112.7732018!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBBmJha2VyeeABAA!16s%2Fg%2F11rgt5w_b8?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
Pia Sari Murni,"Jl. Kembang Jepun No.34, Nyamplungan, Kec. Pabean Cantikan, Surabaya, Jawa Timur 60162",instagram.com,(031) 99097519,38,4.4,-7.2610429,112.5914657,"https://www.google.com/maps/place/Pia+Sari+Murni/@-7.2610429,112.5914657,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7f917155ec9eb:0x4235e3e2015b76d7!8m2!3d-7.2379249!4d112.743491!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBCWNha2Vfc2hvcOABAA!16s%2Fg%2F1hm3mpgb0?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
Spika Spiku,"Kapasan, Kec. Simokerto, Surabaya, Jawa Timur 60141",instagram.com,0851-0212-7533,47,4.5,-7.2610429,112.5914657,"https://www.google.com/maps/place/Spika+Spiku/@-7.2610429,112.5914657,12z/data=!3m1!5s0x2dd7f9110362f3e7:0x9466b3696a896ff5!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7f911ba4bfea1:0x74c0ee7064e39850!8m2!3d-7.2393087!4d112.7473783!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBBmJha2VyeeABAA!16s%2Fg%2F1hd_47krb?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
Yunica's Cake,"Jl. Bronggalan II E No.25, RT.003/RW.10, Pacar Kembang, Kec. Tambaksari, Surabaya, Jawa Timur 60132",yunicacakes.com,0821-4080-5300,6,3.3,-7.2610429,112.5914657,"https://www.google.com/maps/place/Yunica's+Cake/@-7.2610429,112.5914657,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7f9844e3d966d:0x75cba15db386de04!8m2!3d-7.258991!4d112.770924!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBCWNha2Vfc2hvcOABAA!16s%2Fg%2F1hdztv9tk?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
DOUGH LAB - Tunjungan Plaza 4,"Tunjungan Plaza, Kedungdoro, Kec. Tegalsari, Surabaya, Jawa Timur",doughlab.com,0821-2548-3859,248,4.5,-7.2610429,112.5914657,"https://www.google.com/maps/place/DOUGH+LAB+-+Tunjungan+Plaza+4/@-7.2610429,112.5914657,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7f9fc741d3bd9:0x56c24629f50b2383!8m2!3d-7.2622464!4d112.7388568!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBCWNha2Vfc2hvcOABAA!16s%2Fg%2F11t7zgbkhy?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
Kue Bikang Peneleh,"Jl. Peneleh No.32-34, Peneleh, Kec. Genteng, Surabaya, Jawa Timur 60274",,(031) 5483051,27,4.7,-7.2610429,112.5914657,"https://www.google.com/maps/place/Kue+Bikang+Peneleh/@-7.2610429,112.5914657,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7f941f1ac7feb:0xd4fcdc2737f110eb!8m2!3d-7.2515306!4d112.7381454!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBCWNha2Vfc2hvcOABAA!16s%2Fg%2F1hm5prqly?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
Amanah Cake Surabaya,"Jl. Bumi Sari Praja Selatan II No.3, Gadel, Kec. Tandes, Surabaya, Jawa Timur 60216",,0878-5501-0207,2,4.5,-7.2610429,112.5914657,"https://www.google.com/maps/place/Amanah+Cake+Surabaya/@-7.2610429,112.5914657,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7fba6c1f0eeff:0x3181d0d420e99556!8m2!3d-7.2675332!4d112.6743797!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBBmJha2VyeeABAA!16s%2Fg%2F11fs9plx6x?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
Kue-Kue Bu Sonny Surabaya (Enak & Halal / Terima Pesanan),"Jl. Simo Rejo XXI No.25, Simomulyo, Kec. Sukomanunggal, Surabaya, Jawa Timur 60181",,0851-8683-1960,2,5.0,-7.2610429,112.5914657,"https://www.google.com/maps/place/Kue-Kue+Bu+Sonny+Surabaya+(Enak+%26+Halal+%2F+Terima+Pesanan)/@-7.2610429,112.5914657,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7feb23da356b3:0x728a547cf58bfdeb!8m2!3d-7.2571985!4d112.7102295!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBCWNha2Vfc2hvcOABAA!16s%2Fg%2F11c67xpmy1?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
VOX BITES - Korean Bento Cake Surabaya,"Wiguna Timur Regency III No.5, Gn. Anyar Tambak, Kec. Gn. Anyar, Surabaya, Jawa Timur 60294",,0851-7982-2117,123,4.6,-7.2610429,112.5914657,"https://www.google.com/maps/place/VOX+BITES+-+Korean+Bento+Cake+Surabaya/@-7.2610429,112.5914657,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7fbd2435b0b53:0x551e9ab53e413962!8m2!3d-7.3359107!4d112.8023833!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBBmJha2VyeeABAA!16s%2Fg%2F11q371f93q?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
Lapis Kukus Pahlawan Gubeng 2 - Oleh oleh khas Surabaya,"Jl. Stasiun Gubeng, Ketabang, Kec. Genteng, Surabaya, Jawa Timur 60272",lapispahlawan.co.id,0857-0409-3093,963,5.0,-7.2610429,112.5914657,"https://www.google.com/maps/place/Lapis+Kukus+Pahlawan+Gubeng+2+-+Oleh+oleh+khas+Surabaya/@-7.2610429,112.5914657,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7f9051aa829ad:0x538b6e9216b72d9f!8m2!3d-7.2652478!4d112.7519387!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBCWNha2Vfc2hvcOABAA!16s%2Fg%2F11ks3n248l?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
Granada Modern Bakery,"Jl. Pemuda No.44, Embong Kaliasin, Kec. Genteng, Surabaya, Jawa Timur 60271",,,37,4.7,-7.2610429,112.5914657,"https://www.google.com/maps/place/Granada+Modern+Bakery/@-7.2610429,112.5914657,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7f9629ad5255f:0xf3d9f8ae7930d827!8m2!3d-7.2646143!4d112.7458129!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBBmJha2VyeeABAA!16s%2Fg%2F1ptyt6fx9?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
Nest Point Cake Surabaya,"Gg. Teratai No.40, Tanah Kali Kedinding, Kec. Kenjeran, Surabaya, Jawa Timur 60129",,0851-0017-6865,1,5.0,-7.2610429,112.5914657,"https://www.google.com/maps/place/Nest+Point+Cake+Surabaya/@-7.2610429,112.5914657,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7f929e8d25ead:0x445ecef23b92ee09!8m2!3d-7.2195503!4d112.774395!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBCWNha2Vfc2hvcOABAA!16s%2Fg%2F11tnbjnshs?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
Toko BKS(Bahan Kue Surabaya),"Jl. Arief Rahman Hakim No.207, Klampis Ngasem, Kec. Sukolilo, Surabaya, Jawa Timur 60117",tokopedia.com,0895-4008-55557,259,4.5,-7.2610429,112.5914657,"https://www.google.com/maps/place/Toko+BKS(Bahan+Kue+Surabaya)/@-7.2610429,112.5914657,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7fb029929442b:0x237671bbea283d19!8m2!3d-7.2894285!4d112.7782801!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBE2Jha2luZ19zdXBwbHlfc3RvcmXgAQA!16s%2Fg%2F11hzlrng6j?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
Fely's Cake & Bakery,"Jl. Kapas Krampung No.206, Ploso, Kec. Tambaksari, Surabaya, Jawa Timur 60133",,0811-3099-911,48,4.0,-7.2610429,112.5914657,"https://www.google.com/maps/place/Fely's+Cake+%26+Bakery/@-7.2610429,112.5914657,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7f99e783c6e45:0x28b944f5b7c8910a!8m2!3d-7.2505868!4d112.7651474!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBBmJha2VyeeABAA!16s%2Fg%2F1pzxn6vg_?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
kuetartsurabaya,"Jl. Rungkut Menanggal Harapan Blk. W No.8, Rungkut Menanggal, Kec. Gn. Anyar, Surabaya, Jawa Timur 60293",instagram.com,0859-3101-7288,14,4.6,-7.2610429,112.5914657,"https://www.google.com/maps/place/kuetartsurabaya/@-7.2610429,112.5914657,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7fad01ffd472b:0xc0fdb4da5f5cb758!8m2!3d-7.3369229!4d112.774849!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBCWNha2Vfc2hvcOABAA!16s%2Fg%2F11c5syt0rw?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
Torta Kue Basah,"Jl. Wonorejo I No.15, Wonorejo, Kec. Tegalsari, Surabaya, Jawa Timur 60261",,0815-1511-5949,29,5.0,-7.2610429,112.5914657,"https://www.google.com/maps/place/Torta+Kue+Basah/@-7.2610429,112.5914657,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7fbe434de20a1:0x3d5e70ded344674b!8m2!3d-7.2687257!4d112.7343882!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBCWNha2Vfc2hvcOABAA!16s%2Fg%2F11fz_3mz7l?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
Lapis Kukus Surabaya,"Jl. Pacar Keling No.4E, Pacar Keling, Kec. Tambaksari, Surabaya, Jawa Timur 60131",,0813-3130-3307,178,4.4,-7.2610429,112.5914657,"https://www.google.com/maps/place/Lapis+Kukus+Surabaya/@-7.2610429,112.5914657,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7f97bce8bf443:0x1ad20d82d5601cbb!8m2!3d-7.2590458!4d112.755971!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBBmJha2VyeeABAA!16s%2Fg%2F11dyk02cs1?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
THE AMOR,"Itc Surabaya, Lantai LG Blok C0, Jl. Gembong No.40 No.37, Kapasan, Kec. Simokerto, Surabaya, Jawa Timur 60141",theamorbakery.com,0818-309-718,19,4.8,-7.2610429,112.5914657,"https://www.google.com/maps/place/THE+AMOR/@-7.2610429,112.5914657,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7f91160028867:0x1342dfeda62fee3f!8m2!3d-7.241551!4d112.746532!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBBmJha2VyeeABAA!16s%2Fg%2F11b6q55jrg?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
Kue basah surabaya,"Jl. Karang Rejo Sawah XII No.12, Wonokromo, Kec. Wonokromo, Surabaya, Jawa Timur 60243",nasikotakdanjajansurabaya.blogspot.com,0812-9678-9006,2,5.0,-7.2610429,112.5914657,"https://www.google.com/maps/place/Kue+basah+surabaya/@-7.2610429,112.5914657,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7fb9d110dbb25:0x376468f1fbe5f93a!8m2!3d-7.3061814!4d112.7291773!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBCWNha2Vfc2hvcOABAA!16s%2Fg%2F11hcfqszs3?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
Deb'sCake Surabaya,"Raya Satelit Barat GS no 2, Tanjungsari, Kec. Sukomanunggal, Surabaya, Jawa Timur 60187",nastar.is-by.us,0819-3852-6377,2,5.0,-7.2610429,112.5914657,"https://www.google.com/maps/place/Deb'sCake+Surabaya/@-7.2610429,112.5914657,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7fe9f15b86b4b:0x98ac41ec85d36b0e!8m2!3d-7.266041!4d112.689612!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBCWNha2Vfc2hvcOABAA!16s%2Fg%2F11f08cds6b?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
LARÃIA Central Kitchen,"Jl. Dukuh Kupang Tim. X No.48, Pakis, Kec. Sawahan, Surabaya, Jawa Timur 60256",,(031) 5678781,54,4.3,-7.2610429,112.5914657,"https://www.google.com/maps/place/LAR%C3%89IA+Central+Kitchen/@-7.2610429,112.5914657,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7fb968511473d:0x13e2f1679478f9f7!8m2!3d-7.2822871!4d112.7173808!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBCWNha2Vfc2hvcOABAA!16s%2Fg%2F11g4f24lzm?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
Tenny Cake,"Jl. Pacar Keling Gg. V No.9, Pacar Keling, Kec. Tambaksari, Surabaya, Jawa Timur 60131",,0813-3062-4837,1,5.0,-7.2610429,112.5914657,"https://www.google.com/maps/place/Tenny+Cake/@-7.2610429,112.5914657,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7f9793dfac767:0xcda1ba5013696d9c!8m2!3d-7.2598955!4d112.7587808!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBCWNha2Vfc2hvcOABAA!16s%2Fg%2F11cnwnry53?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
Rotiboy Plaza Surabaya,"Plaza Surabaya Lt, Jl. Pemuda No.33-37 1.24A, Embong Kaliasin, Kec. Genteng, Surabaya, Jawa Timur 60271",rotiboy.com,(031) 5311537,19,3.5,-7.2610429,112.5914657,"https://www.google.com/maps/place/Rotiboy+Plaza+Surabaya/@-7.2610429,112.5914657,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7f962eb545ce9:0x5ced6ad5d6eab682!8m2!3d-7.265198!4d112.748752!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBBmJha2VyeeABAA!16s%2Fg%2F11h1lykr_?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
Surabaya Patata,"Jl. Gubeng Masjid No.35, Pacar Keling, Kec. Tambaksari, Surabaya, Jawa Timur 60131",,0813-3555-4649,26,4.4,-7.2610429,112.5914657,"https://www.google.com/maps/place/Surabaya+Patata/@-7.2610429,112.5914657,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7f97d694102bf:0x8ded25f02fed3566!8m2!3d-7.2656282!4d112.7526472!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBCWNha2Vfc2hvcOABAA!16s%2Fg%2F11gh2t0k64?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
Toko Kue Enak,"Ps. Pucang Anom, Jl. Pucang Anom, Kertajaya, Kec. Gubeng, Surabaya, Jawa Timur 60283",,(031) 5010057,2,4.5,-7.2610429,112.5914657,"https://www.google.com/maps/place/Toko+Kue+Enak/@-7.2610429,112.5914657,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7fbc85f5eea79:0xb35e1bcb52653e4e!8m2!3d-7.284017!4d112.752752!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBCWNha2Vfc2hvcOABAA!16s%2Fg%2F11b6njqwhn?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
